distance_m,elevation_m,slope_m_per_m,curvature_m_per_m2
518967.146,1729.733,0.059464,-0.001448194
518977.596,1730.133,0.020980,-0.001355159
518988.046,1730.343,-0.001319,-0.001079338
518998.496,1730.468,-0.007797,-0.000837138
519008.946,1730.473,-0.007720,-0.000584381
519019.396,1730.459,-0.008436,-0.000449375
519029.847,1730.280,-0.008692,-0.000142332
519040.297,1730.007,-0.009326,0.000292466
519050.747,1729.943,-0.003987,0.000426196
519061.197,1730.042,0.006190,0.000334994
519071.647,1730.178,0.018223,0.000192562
519082.098,1730.247,0.015766,0.000182124
519092.548,1730.382,0.000095,0.000166663
519102.998,1730.489,0.001591,0.000293420
519113.448,1730.501,0.014502,0.000609934
519123.898,1730.805,0.037562,0.000457816
519134.349,1731.232,0.042965,0.000114163
519144.799,1731.696,0.038804,-0.000267841
519155.249,1732.071,0.032793,-0.000530700
519165.699,1732.292,0.022576,-0.000609945
519176.149,1732.362,0.016567,-0.000532794
519186.600,1732.264,0.004106,-0.000238242
519197.050,1732.278,-0.013402,-0.000098522
519207.500,1732.262,-0.027777,0.000179378
519217.950,1732.323,-0.020490,0.000395333
519228.400,1732.344,0.006175,0.000666229
519238.851,1732.538,0.036799,0.000614639
519249.301,1732.838,0.050969,0.000384206
519259.751,1733.229,0.060429,0.000016617
519270.201,1733.819,0.053615,-0.000700118
519280.651,1734.060,0.033879,-0.000905459
519291.102,1734.144,0.002805,-0.000899782
519301.552,1734.261,-0.018026,-0.001007187
519312.002,1734.211,-0.032699,-0.000965201
519322.452,1733.985,-0.042643,-0.000786312
519332.902,1733.425,-0.045609,-0.000191947
519343.353,1732.897,-0.041165,0.000293766
519353.803,1732.470,-0.027092,0.000615705
519364.253,1732.342,-0.014551,0.000492199
519374.703,1732.251,-0.005391,0.000355668
519385.153,1732.208,-0.001566,0.000186327
519395.604,1732.250,0.008882,-0.000131454
519406.054,1732.298,0.002603,-0.000508495
519416.504,1732.357,-0.004331,-0.000990483
519426.954,1732.023,-0.014386,-0.000994669
519437.404,1731.511,-0.036854,-0.000837694
519447.854,1730.934,-0.073750,-0.000583820
519458.305,1730.177,-0.096828,0.000038386
519468.755,1729.652,-0.083581,0.000303303
519479.205,1729.192,-0.050516,0.000375570
519489.655,1728.676,-0.032665,0.000464574
519500.105,1728.060,-0.029892,0.000778297
519510.556,1727.584,-0.025756,0.001027857
519521.006,1727.304,-0.010181,0.001140056
519531.456,1727.286,0.005185,0.000989619
519541.906,1727.549,0.011481,0.000537105
519552.356,1727.826,0.016641,0.000161116
519562.807,1727.978,0.001476,0.000077251
519573.257,1728.028,0.006138,0.000226196
519583.707,1728.073,0.021360,0.000374860
519594.157,1728.250,0.042938,0.000264499
519604.607,1728.532,0.045031,-0.000039289
519615.058,1729.090,0.021949,-0.000756703
519625.508,1729.463,0.001243,-0.001201786
519635.958,1729.403,-0.006668,-0.001112318
519646.408,1729.110,-0.009369,-0.000875821
519656.858,1728.754,-0.024071,-0.000697755
519667.309,1728.294,-0.048116,-0.000387173
519677.759,1727.885,-0.060668,-0.000140991
519688.209,1727.455,-0.065334,0.000165900
519698.659,1726.979,-0.056513,0.000580288
519709.109,1726.470,-0.028613,0.001075949
519719.560,1726.330,-0.004227,0.001034753
519730.010,1726.325,0.015700,0.000877180
519740.460,1726.404,0.023376,0.000707820
519750.910,1726.453,0.028566,0.000730222
519761.360,1726.692,0.026480,0.000604553
519771.811,1727.214,0.030578,0.000140170
519782.261,1727.841,0.039028,-0.000512215
519792.711,1728.069,0.024223,-0.000586518
519803.161,1728.250,0.021314,-0.000672397
519813.611,1728.186,0.010910,-0.000464279
519824.062,1728.119,-0.007693,-0.000271016
519834.512,1728.062,-0.013592,-0.000081202
519844.962,1728.059,-0.012865,0.000011309
519855.412,1728.026,-0.014442,0.000162451
519865.862,1727.962,-0.016911,0.000423630
519876.313,1727.884,-0.006722,0.000792187
519886.763,1727.908,0.018958,0.001066049
519897.213,1728.265,0.055432,0.000829216
519907.663,1728.762,0.070960,0.000387293
519918.113,1729.395,0.058236,-0.000197655
519928.563,1729.841,0.033100,-0.000380858
519939.014,1729.972,0.025305,-0.000006440
519949.464,1730.259,0.008852,0.000181485
519959.914,1730.527,0.018914,0.000473005
519970.364,1730.933,0.032940,0.000564071
519980.814,1731.499,0.042396,0.000446676
519991.265,1732.196,0.059690,0.000124808
520001.715,1732.859,0.080200,-0.000233826
520012.165,1733.193,0.076337,-0.000144670
520022.615,1733.609,0.064451,-0.000180478
520033.065,1734.175,0.045303,-0.000415019
520043.516,1734.853,0.021677,-0.000801839
520053.966,1735.160,0.004307,-0.000617270
520064.416,1735.322,-0.001085,-0.000264039
520074.866,1735.431,0.010153,0.000091839
520085.316,1735.500,0.021428,0.000464118
520095.767,1735.829,0.046167,0.000382799
520106.217,1736.358,0.058632,-0.000073424
520116.667,1736.681,0.051584,-0.000210415
520127.117,1736.974,0.034690,-0.000268152
520137.567,1737.446,0.016777,-0.000585021
520148.018,1737.533,-0.006989,-0.000245628
520158.468,1737.597,0.008605,0.000097525
520168.918,1737.950,0.022721,-0.000134583
520179.368,1738.324,0.028550,-0.000507241
520189.818,1738.492,0.020138,-0.000648114
520200.269,1738.487,0.017709,-0.000621822
520210.719,1738.390,0.004997,-0.000547082
520221.169,1738.079,-0.020189,-0.000113111
520231.619,1737.923,-0.025342,0.000126759
520242.069,1737.808,-0.045321,0.000417129
520252.520,1737.721,-0.039316,0.000816086
520262.970,1737.501,-0.012801,0.001544896
520273.420,1737.597,0.024521,0.001911932
520283.870,1737.970,0.059582,0.002047518
520294.320,1738.745,0.117937,0.001699584
520304.771,1740.184,0.144199,0.000357247
520315.221,1741.444,0.133724,-0.000639382
520325.671,1742.670,0.115548,-0.001643909
520336.121,1743.459,0.078027,-0.002128943
520346.571,1743.894,0.022735,-0.002239174
520357.021,1743.916,-0.022048,-0.001872416
520367.472,1743.684,-0.046371,-0.001316896
520377.922,1743.520,-0.065930,-0.001072114
520388.372,1743.057,-0.058405,-0.000547846
520398.822,1742.527,-0.054629,-0.000090305
520409.272,1741.592,-0.050476,0.001017267
520419.723,1741.096,-0.023978,0.001524343
520430.173,1740.867,0.005480,0.001775048
520440.623,1741.308,0.025852,0.001158500
520451.073,1741.905,0.043583,0.000443810
520461.523,1742.556,0.068771,-0.000395007
520471.974,1743.036,0.050547,-0.001068427
520482.424,1742.916,0.021044,-0.000818683
520492.874,1742.709,-0.001973,-0.000449293
520503.324,1742.481,-0.026903,0.000003246
520513.774,1742.593,-0.033256,-0.000021685
520524.225,1742.694,-0.037994,0.000006382
520534.675,1742.811,-0.025722,-0.000018955
520545.125,1742.723,0.003247,0.000161531
520555.575,1742.420,0.036446,0.000540845
520566.025,1742.458,0.041891,0.000340627
520576.476,1742.415,0.035003,0.000372477
520586.926,1742.553,0.007409,0.000308064
520597.376,1743.039,-0.004622,-0.000138830
520607.826,1743.379,-0.025654,-0.000257243
520618.276,1743.298,-0.015970,0.000324683
520628.727,1743.345,0.021320,0.000607655
520639.177,1743.632,0.051925,0.000399077
520649.627,1743.855,0.066520,0.000250414
520660.077,1744.289,0.053432,-0.000203954
520670.527,1744.560,0.035454,-0.000320662
520680.978,1744.900,0.008072,-0.000485246
520691.428,1745.126,-0.010932,-0.000419262
520701.878,1745.208,-0.014796,-0.000132840
520712.328,1745.273,-0.005711,0.000128462
520722.778,1745.274,0.015098,0.000430764
520733.229,1745.333,0.031160,0.000618372
520743.679,1745.718,0.034093,0.000337166
520754.129,1745.999,0.050967,0.000257084
520764.579,1746.407,0.053323,-0.000043417
520775.029,1746.892,0.032434,-0.000423611
520785.479,1747.189,0.012166,-0.000447053
520795.930,1747.344,0.006565,-0.000252742
520806.380,1747.586,0.011326,-0.000271553
520816.830,1747.776,0.018287,-0.000312422
520827.280,1747.932,0.019888,-0.000405423
520837.730,1748.026,0.015290,-0.000486062
520848.181,1748.085,0.007992,-0.000592100
520858.631,1748.110,-0.001916,-0.000735416
520869.081,1748.011,-0.012223,-0.000785911
520879.531,1747.724,-0.025065,-0.000636707
520889.981,1747.455,-0.039756,-0.000589148
520900.432,1747.062,-0.055166,-0.000376504
520910.882,1746.573,-0.056856,-0.000037944
520921.332,1746.047,-0.045454,0.000320601
520931.782,1745.552,-0.032827,0.000626539
520942.232,1745.222,-0.023184,0.000733174
520952.683,1745.093,-0.015615,0.000626152
520963.133,1745.020,-0.004326,0.000519358
520973.583,1744.918,0.001948,0.000537681
520984.033,1744.901,0.008160,0.000506376
520994.483,1745.051,0.013517,0.000278453
521004.934,1745.161,0.009615,0.000188030
521015.384,1745.269,0.007502,0.000170814
521025.834,1745.418,0.013113,0.000114415
521036.284,1745.610,0.015174,-0.000012533
521046.734,1745.697,0.015549,0.000030220
521057.185,1745.865,0.014152,-0.000055238
521067.635,1746.010,0.012101,-0.000103563
521078.085,1746.049,0.010049,0.000017471
521088.535,1746.182,0.010971,-0.000014134
521098.985,1746.378,0.010659,-0.000161597
521109.436,1746.513,0.008345,-0.000235850
521119.886,1746.523,0.008102,-0.000147636
521130.336,1746.595,0.005716,-0.000195218
521140.786,1746.639,0.000191,-0.000218002
521151.236,1746.461,-0.004620,0.000121240
521161.687,1746.458,-0.003985,0.000203893
521172.137,1746.555,-0.003165,0.000162209
521182.587,1746.694,0.005412,0.000058159
521193.037,1746.812,0.015167,-0.000057077
521203.487,1746.968,0.018454,-0.000298689
521213.937,1747.076,0.019270,-0.000551028
521224.388,1746.955,0.006821,-0.000509069
521234.838,1746.809,-0.014684,-0.000440689
521245.288,1746.656,-0.030099,-0.000347657
521255.738,1746.398,-0.040002,-0.000075393
521266.188,1746.133,-0.040816,0.000226137
521276.639,1745.937,-0.033076,0.000443276
521287.089,1745.713,-0.016259,0.000738747
521297.539,1745.557,0.010222,0.000960503
521307.989,1745.584,0.022993,0.000981983
521318.439,1745.683,0.030188,0.001064543
521328.890,1745.995,0.034018,0.001018928
521339.340,1746.526,0.043331,0.000817049
521349.790,1747.285,0.056093,0.000357905
521360.240,1747.979,0.060200,0.000044633
521370.690,1748.575,0.071051,-0.000139109
521381.141,1749.117,0.068591,-0.000294223
521391.591,1749.678,0.058219,-0.000513282
521402.041,1750.089,0.044297,-0.000525806
521412.491,1750.448,0.026427,-0.000473916
521422.941,1750.730,0.008647,-0.000290154
521433.392,1750.972,0.001835,-0.000028475
521443.842,1751.200,0.003964,0.000266563
521454.292,1751.538,0.030440,0.000343357
521464.742,1751.833,0.052957,0.000412517
521475.192,1752.313,0.069511,0.000137244
521485.643,1752.829,0.064850,-0.000207053
521496.093,1753.475,0.055061,-0.000781004
521506.543,1753.790,0.034376,-0.000879637
521516.993,1754.094,0.011414,-0.001038364
521527.443,1754.239,-0.003585,-0.001062659
521537.894,1754.237,-0.020469,-0.001000394
521548.344,1753.999,-0.031744,-0.000693810
521558.794,1753.709,-0.032019,-0.000437295
521569.244,1753.606,-0.013638,-0.000680939
521579.694,1753.119,-0.024310,-0.000467798
521590.145,1752.499,-0.041763,-0.000048088
521600.595,1752.373,-0.040839,-0.000435353
521611.045,1751.932,-0.042799,-0.000391206
521621.495,1751.435,-0.052931,-0.000308811
521631.945,1750.830,-0.056012,-0.000075820
521642.395,1750.263,-0.063718,0.000109524
521652.846,1749.575,-0.055063,0.000529268
521663.296,1749.095,-0.047671,0.000671857
521673.746,1748.725,-0.036138,0.000734539
521684.196,1748.401,-0.020096,0.000814101
521694.646,1748.197,-0.005832,0.000793230
521705.097,1748.219,-0.000975,0.000523612
521715.547,1748.339,-0.005868,0.000221410
521725.997,1748.078,0.013247,0.000586991
521736.447,1748.125,0.022817,0.000471962
521746.897,1748.509,0.005188,-0.000071111
521757.348,1748.586,0.005355,-0.000043894
521767.798,1748.665,0.006232,-0.000034592
521778.248,1748.749,0.006508,-0.000047805
521788.698,1748.800,0.009456,-0.000026930
521799.148,1748.924,0.012700,-0.000160409
521809.599,1748.942,0.006500,-0.000142847
521820.049,1749.004,0.002995,-0.000206116
521830.499,1749.056,0.001004,-0.000284572
521840.949,1749.057,-0.003003,-0.000329835
521851.399,1748.976,-0.010498,-0.000280325
521861.850,1748.821,-0.014893,-0.000134100
521872.300,1748.636,-0.016443,0.000049937
521882.750,1748.509,-0.016908,0.000151928
521893.200,1748.406,-0.010996,0.000234796
521903.650,1748.347,-0.005188,0.000263200
521914.101,1748.321,0.000817,0.000261312
521924.551,1748.351,0.006922,0.000189031
521935.001,1748.425,0.010330,0.000056643
521945.451,1748.491,0.008256,-0.000050226
521955.901,1748.448,0.008349,0.000023896
521966.352,1748.514,0.001343,-0.000060941
521976.802,1748.578,-0.004228,-0.000113880
521987.252,1748.596,-0.006078,-0.000089939
521997.702,1748.556,-0.004471,0.000009065
522008.152,1748.520,-0.001789,0.000089989
522018.603,1748.494,0.002129,0.000154891
522029.053,1748.503,0.004871,0.000176112
522039.503,1748.534,0.005297,0.000193404
522049.953,1748.581,0.007169,0.000226888
522060.403,1748.685,0.009541,0.000204772
522070.854,1748.835,0.010516,0.000146926
522081.304,1748.970,0.010970,0.000147265
522091.754,1749.086,0.014068,0.000206787
522102.204,1749.226,0.018565,0.000253611
522112.654,1749.493,0.025434,0.000106707
522123.104,1749.839,0.030751,-0.000190661
522133.555,1750.038,0.024372,-0.000280084
522144.005,1750.166,0.015709,-0.000268449
522154.455,1750.311,0.010044,-0.000307185
522164.905,1750.436,0.005396,-0.000353431
522175.355,1750.508,0.001382,-0.000372524
522185.806,1750.510,-0.002314,-0.000340516
522196.256,1750.472,-0.006636,-0.000300664
522206.706,1750.392,-0.010855,-0.000237434
522217.156,1750.259,-0.012758,-0.000123312
522227.606,1750.080,-0.012155,0.000043556
522238.057,1749.925,-0.010027,0.000169347
522248.507,1749.839,-0.007784,0.000205523
522258.957,1749.873,-0.007816,0.000080731
522269.407,1749.896,-0.006209,-0.000009250
522279.857,1749.799,0.002636,0.000069155
522290.308,1749.766,0.006832,0.000010205
522300.758,1749.777,0.003624,-0.000126513
522311.208,1749.721,-0.004173,-0.000141229
522321.658,1749.634,-0.011564,-0.000086756
522332.108,1749.526,-0.016136,0.000021791
522342.559,1749.417,-0.017222,0.000157551
522353.009,1749.325,-0.013658,0.000296586
522363.459,1749.298,-0.004083,0.000355865
522373.909,1749.335,0.008770,0.000320301
522384.359,1749.441,0.019479,0.000166523
522394.810,1749.546,0.021696,0.000014294
522405.260,1749.651,0.016202,-0.000124046
522415.710,1749.727,0.007363,-0.000195264
522426.160,1749.777,-0.001602,-0.000210908
522436.610,1749.800,-0.009052,-0.000177244
522447.061,1749.777,-0.012166,-0.000072994
522457.511,1749.709,-0.009318,0.000089138
522467.961,1749.678,-0.003078,0.000179097
522478.411,1749.683,0.005454,0.000203373
522488.861,1749.731,0.013837,0.000147952
522499.312,1749.826,0.018279,0.000004871
522509.762,1749.932,0.013890,-0.000155790
522520.212,1749.998,0.003764,-0.000237068
522530.662,1750.020,-0.005931,-0.000236985
522541.112,1749.989,-0.009264,-0.000160399
522551.562,1749.954,-0.008793,-0.000110969
522562.013,1749.908,-0.007049,-0.000077359
522572.463,1749.851,-0.005249,-0.000058799
522582.913,1749.770,-0.004085,-0.000022047
522593.363,1749.669,-0.003736,0.000036655
522603.813,1749.572,-0.004028,0.000097481
522614.264,1749.512,-0.005141,0.000124446
522624.714,1749.516,-0.004628,0.000076571
522635.164,1749.549,-0.003939,-0.000005118
522645.614,1749.540,-0.004251,-0.000018876
522656.064,1749.468,-0.002754,0.000068721
522666.515,1749.397,0.000525,0.000156463
522676.965,1749.388,0.003613,0.000154014
522687.415,1749.414,0.003419,0.000122656
522697.865,1749.495,0.003701,0.000028311
522708.315,1749.567,0.003388,-0.000044136
522718.766,1749.612,0.002261,-0.000075381
522729.216,1749.624,0.001959,-0.000065405
522739.666,1749.619,0.002645,-0.000044854
522750.116,1749.609,0.002886,-0.000029954
522760.566,1749.607,0.001235,-0.000030350
522771.017,1749.623,-0.002961,-0.000051993
522781.467,1749.616,-0.006049,-0.000019623
522791.917,1749.573,-0.005315,0.000075567
522802.367,1749.543,-0.001713,0.000154525
522812.817,1749.548,0.002368,0.000185544
522823.268,1749.590,0.006023,0.000174985
522833.718,1749.700,0.012565,0.000057468
522844.168,1749.852,0.014180,-0.000146260
522854.618,1749.954,0.012151,-0.000298893
522865.068,1749.999,0.006734,-0.000406669
522875.519,1749.989,-0.001613,-0.000478719
522885.969,1749.906,-0.012039,-0.000482311
522896.419,1749.731,-0.022393,-0.000382761
522906.869,1749.492,-0.029599,-0.000211499
522917.319,1749.235,-0.031390,-0.000033504
522927.770,1748.978,-0.028314,0.000131087
522938.220,1748.724,-0.022748,0.000296098
522948.670,1748.508,-0.015142,0.000427481
522959.120,1748.351,-0.006196,0.000509435
522969.570,1748.283,0.001709,0.000513062
522980.020,1748.334,0.005673,0.000404765
522990.471,1748.425,0.009589,0.000305205
523000.921,1748.555,0.013158,0.000191177
523011.371,1748.709,0.014751,0.000068957
523021.821,1748.846,0.013613,-0.000008872
523032.271,1748.947,0.011483,-0.000014428
523042.722,1748.999,0.008359,0.000079594
523053.172,1749.123,0.009300,0.000076548
523063.622,1749.292,0.010622,0.000007797
523074.072,1749.446,0.011343,-0.000039817
523084.522,1749.567,0.012602,-0.000048186
523094.973,1749.698,0.014377,-0.000096629
523105.423,1749.831,0.015336,-0.000181431
523115.873,1749.952,0.014299,-0.000295408
523126.323,1750.021,0.008447,-0.000370594
523136.773,1750.007,-0.002060,-0.000342997
523147.224,1749.954,-0.011990,-0.000267344
523157.674,1749.872,-0.017414,-0.000158253
523168.124,1749.755,-0.017202,-0.000012491
523178.574,1749.609,-0.013330,0.000166854
523189.024,1749.475,-0.006360,0.000331480
523199.475,1749.467,-0.000664,0.000321700
523209.925,1749.503,0.006244,0.000275291
523220.375,1749.574,0.013231,0.000192694
523230.825,1749.685,0.017092,0.000053136
523241.275,1749.812,0.014577,-0.000104227
523251.726,1749.896,0.006771,-0.000179067
523262.176,1749.947,-0.001125,-0.000190310
523272.626,1749.949,-0.004642,-0.000124908
523283.076,1749.966,-0.001641,-0.000118938
523293.526,1749.958,-0.002035,-0.000108142
523303.977,1749.965,-0.001992,-0.000150270
523314.427,1749.949,-0.001653,-0.000193036
523324.877,1749.846,-0.003456,-0.000130962
523335.327,1749.727,-0.006023,-0.000059791
523345.777,1749.638,-0.009254,-0.000036844
523356.228,1749.557,-0.012152,-0.000016146
523366.678,1749.480,-0.014125,0.000009672
523377.128,1749.408,-0.013201,0.000033856
523387.578,1749.317,-0.008884,0.000081380
523398.028,1749.208,-0.003083,0.000146407
523408.478,1749.136,0.000806,0.000151482
523418.929,1749.098,0.001405,0.000123237
523429.379,1749.103,-0.001522,0.000060491
523439.829,1749.096,-0.000886,0.000040906
523450.279,1749.136,-0.002400,-0.000044160
523460.729,1749.132,-0.004289,-0.000054269
523471.180,1749.069,-0.003277,0.000027399
523481.630,1749.029,-0.001680,0.000065411
523492.080,1749.025,0.000340,0.000048192
523502.530,1749.033,0.002163,0.000007306
523512.980,1749.044,0.002210,-0.000041902
523523.431,1749.049,-0.000373,-0.000082561
523533.881,1749.030,-0.003388,-0.000085315
523544.331,1748.983,-0.005351,-0.000044045
523554.781,1748.931,-0.005856,0.000004070
523565.231,1748.876,-0.004689,0.000053576
523575.682,1748.845,-0.003052,0.000068731
523586.132,1748.843,-0.002482,0.000042768
523596.582,1748.809,-0.002879,0.000081374
523607.032,1748.746,-0.001969,0.000190854
523617.482,1748.746,0.002179,0.000224081
523627.933,1748.814,0.006561,0.000168197
523638.383,1748.934,0.009874,0.000041180
523648.833,1749.067,0.011691,-0.000116992
523659.283,1749.171,0.011067,-0.000260039
523669.733,1749.225,0.007722,-0.000369698
523680.184,1749.216,0.001112,-0.000432897
523690.634,1749.144,-0.007433,-0.000447748
523701.084,1749.019,-0.016678,-0.000425794
523711.534,1748.845,-0.024719,-0.000371349
523721.984,1748.624,-0.030444,-0.000284918
523732.435,1748.353,-0.032300,-0.000159371
523742.885,1748.016,-0.029852,0.000034681
523753.335,1747.680,-0.025276,0.000212835
523763.785,1747.412,-0.021619,0.000301418
523774.235,1747.205,-0.016937,0.000332742
523784.686,1747.077,-0.011838,0.000282256
523795.136,1746.988,-0.008374,0.000207039
523805.586,1746.896,-0.007030,0.000175118
523816.036,1746.807,-0.006368,0.000177069
523826.486,1746.724,-0.005268,0.000209166
523836.936,1746.661,-0.003983,0.000252816
523847.387,1746.630,-0.002307,0.000295344
523857.837,1746.662,0.001002,0.000289703
523868.287,1746.759,0.006201,0.000218553
523878.737,1746.849,0.009438,0.000186933
523889.187,1746.929,0.012638,0.000198738
523899.638,1747.030,0.015655,0.000205676
523910.088,1747.164,0.017492,0.000191997
523920.538,1747.338,0.017190,0.000154099
523930.988,1747.549,0.015983,0.000097329
523941.438,1747.759,0.016080,0.000071952
523951.889,1747.963,0.018188,0.000067487
523962.339,1748.174,0.020691,0.000052716
523972.789,1748.387,0.023132,0.000031851
523983.239,1748.600,0.024921,0.000003182
523993.689,1748.841,0.025795,-0.000080329
524004.140,1749.113,0.023716,-0.000234991
524014.590,1749.364,0.018688,-0.000391298
524025.040,1749.524,0.013886,-0.000457423
524035.490,1749.619,0.007554,-0.000491252
524045.940,1749.628,-0.000727,-0.000455180
524056.391,1749.565,-0.008331,-0.000359433
524066.841,1749.486,-0.012162,-0.000288709
524077.291,1749.413,-0.013062,-0.000288414
524087.741,1749.294,-0.014386,-0.000275805
524098.191,1749.114,-0.017073,-0.000214657
524108.642,1748.891,-0.019210,-0.000120283
524119.092,1748.653,-0.019979,-0.000020232
524129.542,1748.422,-0.019733,0.000062097
524139.992,1748.241,-0.018929,0.000072426
524150.442,1748.094,-0.017817,0.000036750
524160.893,1747.928,-0.017811,0.000038758
524171.343,1747.744,-0.017597,0.000081433
524181.793,1747.565,-0.015242,0.000127541
524192.243,1747.410,-0.009935,0.000140491
524202.693,1747.295,-0.006119,0.000087201
524213.144,1747.225,-0.007134,-0.000029619
524223.594,1747.145,-0.011629,-0.000118111
524234.044,1746.975,-0.016753,-0.000048118
524244.494,1746.773,-0.018827,0.000089240
524254.944,1746.600,-0.017422,0.000202389
524265.395,1746.467,-0.013513,0.000279408
524275.845,1746.383,-0.008264,0.000314264
524286.295,1746.355,-0.003286,0.000297995
524296.745,1746.361,0.001854,0.000268003
524307.195,1746.378,0.008120,0.000248036
524317.645,1746.438,0.013144,0.000179341
524328.096,1746.545,0.014430,0.000053562
524338.546,1746.678,0.011609,-0.000096324
524348.996,1746.790,0.006704,-0.000209375
524359.446,1746.857,0.001106,-0.000261576
524369.896,1746.863,-0.003205,-0.000243219
524380.347,1746.813,-0.004352,-0.000173083
524390.797,1746.760,-0.005425,-0.000135421
524401.247,1746.698,-0.007158,-0.000106546
524411.697,1746.618,-0.008426,-0.000065773
524422.147,1746.524,-0.009184,-0.000010037
524432.598,1746.429,-0.008932,0.000046806
524443.048,1746.347,-0.007472,0.000087678
524453.498,1746.286,-0.005354,0.000101389
524463.948,1746.248,-0.003386,0.000089475
524474.398,1746.232,-0.001164,0.000047078
524484.849,1746.241,0.001056,-0.000040802
524495.299,1746.250,0.001787,-0.000149583
524505.749,1746.209,-0.001155,-0.000203975
524516.199,1746.113,-0.007090,-0.000186393
524526.649,1746.016,-0.012122,-0.000176356
524537.100,1745.917,-0.015125,-0.000181448
524547.550,1745.790,-0.016790,-0.000170108
524558.000,1745.632,-0.017833,-0.000138930
524568.450,1745.446,-0.017845,-0.000092967
524578.900,1745.241,-0.017720,-0.000038325
524589.351,1745.029,-0.017527,0.000015511
524599.801,1744.822,-0.017202,0.000065434
524610.251,1744.621,-0.017250,0.000119273
524620.701,1744.450,-0.017715,0.000155067
524631.151,1744.318,-0.017453,0.000165575
524641.602,1744.185,-0.015607,0.000212344
524652.052,1744.020,-0.011463,0.000349678
524662.502,1743.891,-0.005120,0.000478763
524672.952,1743.865,0.000726,0.000514470
524683.402,1743.931,0.007021,0.000481541
524693.853,1744.059,0.013617,0.000423891
524704.303,1744.232,0.019220,0.000357752
524714.753,1744.442,0.023168,0.000286748
524725.203,1744.673,0.025701,0.000230721
524735.653,1744.954,0.028296,0.000133412
524746.103,1745.265,0.030080,0.000002226
524756.554,1745.576,0.029973,-0.000132925
524767.004,1745.871,0.026890,-0.000265544
524777.454,1746.126,0.020960,-0.000366606
524787.904,1746.307,0.014837,-0.000394513
524798.354,1746.425,0.010597,-0.000379951
524808.805,1746.512,0.006360,-0.000380674
524819.255,1746.557,0.001266,-0.000376609
524829.705,1746.566,-0.003982,-0.000373738
524840.155,1746.547,-0.006969,-0.000391707
524850.605,1746.473,-0.009107,-0.000397568
524861.056,1746.332,-0.011881,-0.000375619
524871.506,1746.143,-0.015431,-0.000346169
524881.956,1745.926,-0.021505,-0.000326426
524892.406,1745.670,-0.027839,-0.000279950
524902.856,1745.373,-0.032663,-0.000199202
524913.307,1745.045,-0.035280,-0.000088736
524923.757,1744.700,-0.034987,0.000034682
524934.207,1744.366,-0.032067,0.000135738
524944.657,1744.064,-0.027982,0.000194857
524955.107,1743.785,-0.023346,0.000234477
524965.558,1743.533,-0.018538,0.000255894
524976.008,1743.333,-0.015023,0.000224617
524986.458,1743.189,-0.013907,0.000139687
524996.908,1743.056,-0.013343,0.000065787
525007.358,1742.929,-0.012665,-0.000004766
525017.809,1742.802,-0.012925,-0.000077027
525028.259,1742.656,-0.013901,-0.000133290
525038.709,1742.489,-0.016005,-0.000177935
525049.159,1742.296,-0.018936,-0.000206682
525059.609,1742.061,-0.022785,-0.000193114
525070.060,1741.786,-0.027298,-0.000131598
525080.510,1741.491,-0.030886,-0.000042591
525090.960,1741.191,-0.031946,0.000061552
525101.410,1740.895,-0.029978,0.000170370
525111.860,1740.624,-0.025577,0.000259028
525122.311,1740.394,-0.019822,0.000308178
525132.761,1740.211,-0.013763,0.000317509
525143.211,1740.054,-0.009490,0.000328359
525153.661,1739.955,-0.005848,0.000295995
525164.111,1739.920,-0.002040,0.000206897
525174.561,1739.923,0.000410,0.000082714
525185.012,1739.941,0.000814,-0.000054618
525195.462,1739.945,-0.000944,-0.000178077
525205.912,1739.902,-0.004080,-0.000250500
525216.362,1739.810,-0.008082,-0.000277487
525226.812,1739.665,-0.013804,-0.000252983
525237.263,1739.507,-0.018383,-0.000235083
525247.713,1739.331,-0.021614,-0.000221468
525258.163,1739.109,-0.025050,-0.000161780
525268.613,1738.840,-0.027850,-0.000043311
525279.063,1738.549,-0.027875,0.000111999
525289.514,1738.260,-0.023938,0.000280588
525299.964,1738.034,-0.018802,0.000381654
525310.414,1737.880,-0.013387,0.000420991
525320.864,1737.793,-0.007035,0.000414317
525331.314,1737.788,0.000336,0.000326721
525341.765,1737.832,0.006536,0.000192365
525352.215,1737.893,0.010165,0.000045316
525362.665,1737.952,0.010492,-0.000100145
525373.115,1737.988,0.007535,-0.000224509
525383.565,1738.012,-0.000295,-0.000347119
525394.016,1737.988,-0.009325,-0.000420470
525404.466,1737.888,-0.016268,-0.000416049
525414.916,1737.722,-0.021110,-0.000366128
525425.366,1737.498,-0.024876,-0.000281201
525435.816,1737.227,-0.027061,-0.000169860
525446.267,1736.935,-0.027188,-0.000056452
525456.717,1736.645,-0.025510,0.000033260
525467.167,1736.370,-0.024080,0.000094322
525477.617,1736.116,-0.024201,0.000139651
525488.067,1735.875,-0.023374,0.000195891
525498.518,1735.660,-0.020760,0.000245966
525508.968,1735.478,-0.016824,0.000282625
525519.418,1735.323,-0.012351,0.000316013
525529.868,1735.206,-0.007569,0.000334174
525540.318,1735.158,-0.002629,0.000286472
525550.769,1735.170,0.001840,0.000177255
525561.219,1735.209,0.004671,0.000044444
525571.669,1735.236,0.005189,-0.000069583
525582.119,1735.243,0.002855,-0.000161148
